index	control1	control2	control3	control4	control5	control6	control7	control8	control9	control10	control11	control12	control13	control14	control15	control16	control17	control18	control19	control20	control21	control22	control23	control24	control25	control26	control27	control28	control29	control30	control31	control32	control33	control34	control35	control36	control37	control38	control39	control40	control41	control42	control43	control44	control45	control46	control47	control48	control49	control50	control51	control52	control53	control54	control55	control56	control57	control58	control59	control60	control61	control62	control63	control64	control65	control66	control67	control68	control69	control70	control71	control72	control73	control74	control75	control76	control77	control78	control79	control80	control81	control82	control83	control84	control85	control86	control87	control88	control89	control90	control91	control92	control93	control94	control95	control96	control97	control98	control99	control100	control101	control102	control103	control104	control105	control106	control107	control108	control109	control110	control111	control112	control113	control114	control115	control116	control117	control118	control119	control120	control121	control122	control123	control124	control125	control126	control127	control128	control129	control130	control131	control132	control133	control134	control135	control136	control137	control138	control139	control140	control141	control142	control143	control144	control145	control146	control147	control148	control149	control150	control151	control152	control153	control154	control155	control156	control157	control158	control159	control160	control161	control162	control163	control164	control165	control166	control167	control168	control169	control170	control171	control172	control173	control174	control175	control176	control177	control178	control179	control180	control181	control182	control183	control184	control185	control186	control187	control188	control189	control190	control191	control192	control193	control194	control195	control196	control197	control198	control199	control200	control201	control202	control203	control204	control205	control206	control207	control208	control209	control210	control211	control212	control213	control214	control215	control216	control217	control218	control219	control220	control221	control222	control223	control224	control225	control226	control227	control228	control229	control230	control231	control232	control233	control234	control235	control236	control237	control238	control239	control240	control241	control242	control243	control244	control245	control246	control247	control248	control249	control250	control251	control252	control253	control254	control255	control256	control257	control258	control259	control260	control261	control262	control263	control264	control265	control266	control267	control268	control269	control270	control271	control272	control273	control274	control275	control276	control277	control278	control279	control280	control281	control282	control283	control284	control285	control286	control287	control288	control289	control290	control291	control292	control293	control294	control295	control296	control297	control298	control299	control300	control301	control302	control303	control304	control305	control306	control307	control308	control309	control310	treatment1	treatment2	treatment3	treatment4	treatment5	treatment6	treatment7	treatment8	treatment9	treatment10	treatment11	treatment12	treatment13	treatment14	treatment15	treatment16	treatment17	treatment18	treatment19	treatment20	treatment21	treatment22	treatment23	treatment24	treatment25	treatment26	treatment27	treatment28	treatment29	treatment30	treatment31	treatment32	treatment33	treatment34	treatment35	treatment36	treatment37	treatment38	treatment39	treatment40	treatment41	treatment42	treatment43	treatment44	treatment45	treatment46	treatment47	treatment48	treatment49	treatment50	treatment51	treatment52	treatment53	treatment54	treatment55	treatment56	treatment57	treatment58	treatment59	treatment60	treatment61	treatment62	treatment63	treatment64	treatment65	treatment66	treatment67	treatment68	treatment69	treatment70	treatment71	treatment72	treatment73	treatment74	treatment75	treatment76	treatment77	treatment78	treatment79	treatment80	treatment81	treatment82	treatment83	treatment84	treatment85	treatment86	treatment87	treatment88	treatment89	treatment90	treatment91	treatment92	treatment93	treatment94	treatment95	treatment96	treatment97	treatment98	treatment99	treatment100	treatment101	treatment102	treatment103	treatment104	treatment105	treatment106	treatment107	treatment108	treatment109	treatment110	treatment111	treatment112	treatment113	treatment114	treatment115	treatment116	treatment117	treatment118	treatment119	treatment120	treatment121	treatment122	treatment123	treatment124	treatment125	treatment126	treatment127	treatment128	treatment129	treatment130	treatment131	treatment132	treatment133	treatment134	treatment135	treatment136	treatment137	treatment138	treatment139	treatment140	treatment141	treatment142	treatment143	treatment144	treatment145	treatment146	treatment147	treatment148	treatment149	treatment150	treatment151	treatment152	treatment153	treatment154	treatment155	treatment156	treatment157	treatment158	treatment159	treatment160	treatment161	treatment162	treatment163	treatment164	treatment165	treatment166	treatment167	treatment168	treatment169	treatment170	treatment171	treatment172	treatment173	treatment174	treatment175	treatment176	treatment177	treatment178	treatment179	treatment180	treatment181	treatment182	treatment183	treatment184	treatment185	treatment186	treatment187	treatment188	treatment189	treatment190	treatment191	treatment192	treatment193	treatment194	treatment195	treatment196	treatment197	treatment198	treatment199	treatment200	treatment201	treatment202	treatment203	treatment204	treatment205	treatment206	treatment207	treatment208	treatment209	treatment210	treatment211	treatment212	treatment213	treatment214	treatment215	treatment216	treatment217	treatment218	treatment219	treatment220	treatment221	treatment222	treatment223	treatment224	treatment225	treatment226	treatment227	treatment228	treatment229	treatment230	treatment231	treatment232	treatment233	treatment234	treatment235	treatment236	treatment237	treatment238	treatment239	treatment240	treatment241	treatment242	treatment243	treatment244	treatment245	treatment246	treatment247	treatment248	treatment249	treatment250	treatment251	treatment252	treatment253	treatment254	treatment255	treatment256	treatment257	treatment258	treatment259	treatment260	treatment261	treatment262	treatment263	treatment264	treatment265	treatment266	treatment267	treatment268	treatment269	treatment270	treatment271	treatment272	treatment273	treatment274	treatment275	treatment276	treatment277	treatment278	treatment279	treatment280	treatment281	treatment282	treatment283	treatment284	treatment285	treatment286	treatment287	treatment288	treatment289	treatment290	treatment291	treatment292	treatment293	treatment294	treatment295	treatment296	treatment297	treatment298	treatment299	treatment300	treatment301	treatment302	treatment303	treatment304	treatment305	treatment306	treatment307	treatment308	treatment309	treatment310	treatment311	treatment312	treatment313	treatment314	treatment315	treatment316	treatment317	treatment318	treatment319	treatment320	treatment321	treatment322	treatment323	treatment324	treatment325	treatment326	treatment327	treatment328	treatment329	treatment330	treatment331	treatment332	treatment333	treatment334	treatment335	treatment336	treatment337	treatment338	treatment339	treatment340	treatment341	treatment342	treatment343	treatment344	treatment345	treatment346	treatment347	treatment348	treatment349	treatment350	treatment351	treatment352	treatment353	treatment354	treatment355	treatment356	treatment357	treatment358	treatment359	treatment360	treatment361	treatment362	treatment363	treatment364	treatment365	treatment366	treatment367	treatment368	treatment369	treatment370	treatment371	treatment372	treatment373	treatment374	treatment375	treatment376	treatment377	treatment378	treatment379	treatment380	treatment381	treatment382	treatment383	treatment384	treatment385	treatment386	treatment387	treatment388	treatment389	treatment390	treatment391	treatment392	treatment393	treatment394	treatment395	treatment396	treatment397	treatment398	treatment399	treatment400	treatment401	treatment402	treatment403	treatment404	treatment405	treatment406	treatment407	treatment408	treatment409	treatment410	treatment411	treatment412	treatment413	treatment414	treatment415	treatment416	treatment417	treatment418	treatment419	treatment420	treatment421	treatment422	treatment423	treatment424	treatment425	treatment426	treatment427	treatment428	treatment429	treatment430	treatment431	treatment432	treatment433	treatment434	treatment435	treatment436	treatment437	treatment438
genus1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0.005	0.015	0.01	0	0	0	0.01	0	0	0	0.005	0	0.01	0	0.005	0	0	0	0	0	0	0.005	0	0	0	0	0.01	0	0.015	0.01	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0.005	0.01	0	0	0	0.01	0	0.005	0.01	0	0.01	0.01	0.005	0.005	0	0.025	0.005	0.005	0.01	0.01	0	0.005	0.005	0.005	0.01	0.005	0.005	0	0	0	0.005	0	0	0	0.005	0	0.005	0.005	0.005	0	0	0.02	0.01	0	0.005	0	0	0	0.005	0	0	0.005	0.005	0.01	0	0.015	0.005	0.01	0.01	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0.02	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0.005	0	0	0	0	0.01	0	0	0	0	0.02	0.01	0.01	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.005	0.005	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.005	0.005	0.005	0	0	0.005	0	0	0	0	0	0	0	0	0	0.005	0.005	0.015	0.005	0	0.045	0	0	0.005	0.02	0.025	0.03	0.025	0.045	0.03	0.005	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus2	0	0.011019284	0.041322314	0.027548209	0	0.019283747	0.005509642	0.011019284	0.011019284	0.011019284	0.011019284	0	0	0	0	0.002754821	0	0	0	0	0.002754821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002754821	0.019283747	0.008264463	0.013774105	0.008264463	0.008264463	0	0	0	0	0	0.008264463	0	0	0	0	0	0	0	0.016528926	0.011019284	0.013774105	0.013774105	0.013774105	0.008264463	0.016528926	0.008264463	0.002754821	0.022038567	0	0	0	0	0	0	0.005509642	0	0	0.005509642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002754821	0.002754821	0	0	0	0	0	0	0.002754821	0	0.005509642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011019284	0.002754821	0	0	0	0	0.002754821	0	0	0	0.002754821	0	0.008264463	0.005509642	0	0.005509642	0	0	0	0	0	0	0	0	0	0.013774105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002754821	0	0	0	0.002754821	0	0	0	0	0	0	0	0	0	0.002754821	0	0.002754821	0	0	0	0	0	0	0.019283747	0	0	0	0.013774105	0.005509642	0	0.008264463	0	0.002754821	0	0	0	0	0	0.002754821	0.002754821	0.002754821	0	0.002754821	0	0	0.002754821	0	0.002754821	0	0	0.002754821	0	0	0	0	0	0	0.016528926	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002754821	0.002754821	0	0	0	0	0	0.013774105	0	0	0.002754821	0	0.002754821	0	0	0	0	0.005509642	0	0	0	0	0	0	0	0	0	0.002754821	0.002754821	0	0	0.002754821	0	0	0.008264463	0	0	0	0	0	0	0	0.002754821	0	0.005509642	0.008264463	0.008264463	0	0	0	0	0	0	0	0.002754821	0	0	0.002754821	0	0.002754821	0	0	0	0.002754821	0.008264463	0	0	0.002754821	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002754821	0	0	0	0.002754821	0	0	0	0	0.002754821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002754821	0	0	0	0	0	0	0	0.013774105	0	0.011019284	0.027548209	0.005509642	0.013774105	0.011019284	0.002754821	0.002754821	0	0.005509642	0.013774105	0.002754821	0.013774105	0.008264463	0	0	0	0	0	0.005509642	0	0	0	0	0	0	0	0	0	0	0	0.008264463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005509642	0.011019284	0	0	0.002754821	0.002754821	0.002754821	0.005509642	0	0.016528926	0.019283747	0.038567493	0	0.013774105	0.019283747	0.002754821	0	0.005509642	0	0	0	0.002754821	0	0	0.005509642	0.005509642	0	0.002754821	0.002754821	0.008264463	0.002754821	0.013774105	0.008264463	0	0	0	0	0.002754821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002754821	0	0.002754821	0	0	0	0.002754821	0	0	0	0	0	0	0	0	0	0	0	0.002754821	0	0	0	0	0	0	0	0.002754821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002754821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005509642	0.002754821
genus3	0	0	0	0	0	0	0	0	0	0	0	0	0.01618705	0.010791367	0.003597122	0	0.005395683	0.008992806	0.014388489	0.003597122	0.005395683	0.005395683	0.007194245	0	0	0.007194245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005395683	0.005395683	0.010791367	0	0.007194245	0.003597122	0.003597122	0.014388489	0.003597122	0	0.007194245	0.010791367	0.017985612	0.001798561	0.017985612	0.003597122	0.005395683	0.008992806	0.005395683	0.005395683	0	0.007194245	0.003597122	0.007194245	0.017985612	0.007194245	0.008992806	0.001798561	0.001798561	0.003597122	0.01618705	0.01618705	0.001798561	0.003597122	0.007194245	0.003597122	0.001798561	0.003597122	0.012589928	0.007194245	0.003597122	0.001798561	0.005395683	0	0	0.003597122	0.005395683	0.008992806	0.003597122	0.001798561	0.008992806	0.007194245	0.003597122	0.001798561	0.005395683	0.005395683	0.005395683	0.012589928	0.003597122	0.003597122	0.007194245	0.005395683	0.003597122	0.007194245	0.01618705	0.005395683	0.010791367	0.003597122	0.007194245	0.007194245	0.003597122	0.007194245	0.012589928	0.012589928	0.001798561	0.005395683	0.003597122	0.007194245	0.001798561	0.008992806	0.001798561	0.005395683	0.007194245	0.012589928	0.01618705	0.017985612	0.012589928	0.001798561	0.007194245	0.008992806	0.014388489	0.008992806	0.026978417	0.003597122	0.005395683	0.007194245	0.003597122	0.003597122	0.005395683	0.007194245	0	0.007194245	0.003597122	0.007194245	0.012589928	0.017985612	0.007194245	0.008992806	0.01618705	0.005395683	0.007194245	0.008992806	0.001798561	0.012589928	0.003597122	0.005395683	0.005395683	0.008992806	0.001798561	0.001798561	0.008992806	0	0.010791367	0.007194245	0.012589928	0.005395683	0.005395683	0.005395683	0.001798561	0.010791367	0.003597122	0	0.005395683	0.007194245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001798561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001798561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus4	0	0.001160542	0	0.001160542	0	0	0.000386847	0.000386847	0	0.000773694	0	0.004255319	0.003094778	0.000386847	0.001160542	0.001547389	0.001547389	0.000386847	0.000386847	0	0	0	0.001160542	0.000386847	0.001160542	0.001160542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00270793	0	0.000773694	0	0.001934236	0.001160542	0.000773694	0.000386847	0	0.002321083	0.000386847	0.000773694	0.000773694	0.000773694	0.000386847	0.002321083	0.00270793	0	0.000773694	0.001547389	0.001160542	0.000386847	0.001160542	0.003094778	0.001160542	0.000773694	0.000773694	0.000386847	0	0	0	0	0.000386847	0	0	0	0	0	0.000386847	0	0	0	0.003094778	0.00270793	0.000773694	0.001160542	0.001547389	0.002321083	0	0.000386847	0	0.002321083	0.008897485	0.005802708	0.004642166	0.006576402	0.003868472	0.003868472	0.004255319	0.004255319	0.003481625	0.007350097	0.005415861	0.004255319	0.006189555	0.003094778	0.008510638	0.001547389	0.000386847	0.001160542	0.00270793	0.005029014	0.001160542	0.001934236	0.003094778	0.003094778	0.003481625	0.004255319	0.003094778	0.006576402	0.004642166	0.00696325	0.003868472	0.001547389	0.005029014	0.001934236	0.003868472	0.003868472	0.003094778	0.00270793	0.005415861	0.001934236	0.006189555	0.00270793	0.002321083	0.001934236	0.002321083	0.00696325	0.00270793	0.002321083	0.003094778	0.002321083	0.001934236	0.003094778	0.00270793	0.002321083	0.004255319	0.000773694	0.006576402	0.004255319	0.002321083	0.003094778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003481625	0.004255319	0.006189555	0.002321083	0.001160542	0.004642166	0.003094778	0.001547389	0.00270793	0.003868472	0.003868472	0.004642166	0.003094778	0.00270793	0.005029014	0.002321083	0.003868472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000386847	0.000773694	0.001160542	0.000386847	0.000773694	0	0.000773694	0.000773694	0	0	0.000773694	0	0.000386847	0.000386847	0	0.000773694	0.001934236	0.000386847	0	0	0	0.000386847	0	0	0	0.000773694	0	0	0	0.001160542	0	0	0	0.003094778	0	0	0	0	0	0.000386847	0.000386847	0	0.000386847	0	0	0.001934236	0	0	0.000386847	0	0	0	0	0.001547389	0	0	0	0.000386847	0.000773694	0.000773694	0.000773694	0.00270793	0.001547389	0.001160542	0.000773694	0.000773694	0.001547389	0.000386847	0.000386847	0.001160542	0.000386847	0.000386847	0.003094778	0.001160542	0.00270793	0.002321083	0.000773694	0.000773694	0.000773694	0.000386847	0.000386847	0.000773694	0.000386847	0.000773694	0.000773694	0.001547389	0.000773694	0	0	0	0.002321083	0.003481625	0.003868472	0.00270793	0	0	0	0	0	0.001934236	0.000386847	0.000773694	0.007350097	0.000773694	0.000386847	0.00270793	0.001160542	0	0	0.000386847	0.000386847	0.001547389	0.001160542	0.001934236	0	0.001934236	0.001934236	0	0.000386847	0.001547389	0	0	0.000386847	0.002321083	0	0.000386847	0.001934236	0.003481625	0.000773694	0	0	0	0.000386847	0.001160542	0.000386847	0	0	0.003094778	0.000773694	0.001547389	0.000386847	0	0	0.000386847	0.001160542	0.003094778	0	0.000773694	0	0	0.001160542	0	0.001547389	0.000773694	0.000386847	0.002321083	0	0.000386847	0.000773694	0.00270793	0	0.000773694	0	0	0.001547389	0	0	0	0	0.000773694	0	0.00270793	0.002321083	0.001160542	0.002321083	0.002321083	0.000386847	0	0.001934236	0	0	0.001934236	0	0.000386847	0.000386847	0	0.001547389	0	0	0.001547389	0.001934236	0.001160542	0	0.00270793	0.001547389	0.000773694	0.003481625	0.000773694	0.002321083	0	0.003868472	0.001934236	0	0.002321083	0.000386847	0	0	0.004255319	0	0.000386847	0.002321083	0.000386847	0	0.000773694	0.000773694	0	0.000386847	0.000773694	0.000773694	0.000386847	0.001547389	0.000386847	0.001160542	0.000773694	0	0	0	0.000773694	0.000386847	0.00270793	0.000773694	0.000773694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001160542	0.001160542	0.000386847	0.00270793	0.000386847	0	0.001160542	0	0.000773694	0.001547389	0.001547389	0.000386847	0.002321083	0	0.001160542	0.001934236	0.001160542	0.000386847	0.000386847	0.000386847	0.000386847	0.000386847	0	0.001160542	0	0	0.003094778	0.001934236	0.002321083	0.001160542	0.004642166	0	0.00270793	0.003094778	0.001934236	0.000773694	0.003481625	0.00270793	0.000773694	0.005029014	0.001547389	0	0	0	0	0	0.000773694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004255319	0	0.00270793	0	0	0.004642166	0.006576402	0.006576402	0.00270793	0.004255319	0.003868472	0.005029014	0.005802708	0.005802708	0.008510638	0.005802708	0.00967118	0.008123791	0.016634429	0.006189555	0.011605416	0.010058027	0.003868472	0.005415861	0.005029014	0.005802708	0.008123791	0.001160542	0.006189555	0.006189555	0.014700193	0.011218569	0.01237911	0.001160542	0.008510638	0.011218569	0.017408124	0.013926499	0.011992263	0.015860735	0	0.001934236	0.000773694	0.002321083	0.005029014	0	0	0	0	0	0	0	0	0	0	0.003094778	0	0.00270793	0.001934236	0.00270793	0	0.001547389	0.003481625	0.002321083	0	0	0	0	0.001934236	0	0.000386847	0	0.001547389	0	0.000773694	0	0	0	0	0	0.001547389	0.000386847	0.002321083	0.000773694	0.003094778	0.001160542	0	0	0.000773694	0.001934236	0.000773694	0.001934236	0.001160542	0	0.000773694	0.001547389	0.001160542	0.001160542	0.001160542	0.001934236	0.000386847	0.003094778	0.000386847	0.001547389	0.001160542	0.001547389	0.001934236	0	0.001934236	0.000773694	0.000386847	0.000386847	0.000773694	0	0.000773694	0.000773694	0.001934236	0.000386847	0.001547389	0.000773694	0.001160542	0.002321083	0.000773694	0	0.000773694	0.001547389	0.001160542	0	0	0.000773694	0.000386847	0.000773694	0.000386847	0.000386847	0.000386847	0.001547389	0	0.000386847	0	0.001547389	0	0.001160542	0	0.000773694	0	0	0.002321083	0.001934236	0.001547389	0.000386847	0.000773694	0.001160542	0.000773694	0.001934236	0.000773694	0.000773694	0.001934236	0.000773694	0.000773694	0.000773694	0.000386847	0	0.001160542	0.000386847	0.000773694	0.001160542	0.000773694	0.000386847	0
genus5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0.047619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047619048	0	0.023809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047619048	0	0	0	0	0	0	0	0.023809524	0	0	0	0	0	0	0	0	0	0	0	0	0.023809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047619048	0	0	0	0	0.095238095	0.071428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0	0	0	0	0	0	0	0	0	0	0.023809524	0	0.023809524	0.047619048	0	0.023809524	0	0	0	0	0	0	0	0	0	0	0	0.047619048	0	0	0	0	0.023809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023809524	0	0	0.023809524	0	0	0	0	0	0	0	0	0	0.023809524	0	0.023809524	0	0.047619048	0	0
