pathway	description	SRR2080460	SRR2080463	SRR2080465	SRR2080471	SRR2080473	SRR2080480	SRR2080491	SRR2080496	SRR2080500	SRR2080520	SRR2080527	SRR2080535	SRR2080540	SRR2080558	SRR2080564	SRR2080571	SRR2080577	SRR2080586	SRR2080596	SRR2080606	SRR2080612	SRR2080615	SRR2080616	SRR2080617	SRR5420815	SRR5420816	SRR5420817	SRR5420818	SRR5420819	SRR5420820	SRR5420821	SRR5420822	SRR5420823	SRR5420824	SRR5420825	SRR5420826	SRR5420827	SRR5420828	SRR5420829	SRR5420830	SRR5420831	SRR5420832	SRR5420833	SRR5420834	SRR5420835	SRR5420836	SRR5420837	SRR5420838	SRR5420839	SRR5420840	SRR5420841	SRR5420843	SRR5420844	SRR5420845	SRR5420846	SRR5420847	SRR5420848	SRR5420849	SRR5420850	SRR5420851	SRR5420852	SRR5420853	SRR5420854	SRR5420855	SRR5420856	SRR5420857	SRR5420858	SRR5420859	SRR5420860	SRR5420861	SRR5420862	SRR5420863	SRR5420864	SRR5420865	SRR5420866	SRR5420867	SRR5420868	SRR5420869	SRR5420870	SRR5420871	SRR5420872	SRR5420873	SRR5420874	SRR5420875	SRR5420876	SRR5420877	SRR5420878	SRR5420879	SRR5420880	SRR5420881	SRR5420882	SRR5420883	SRR5420884	SRR5420885	SRR5420886	SRR5420887	SRR5420888	SRR5420889	SRR5420890	SRR5420891	SRR5420892	SRR5420893	SRR5420894	SRR5420895	SRR5420896	SRR5420897	SRR5420898	SRR5420899	SRR5420900	SRR5420901	SRR5420902	SRR5420903	SRR5420904	SRR5420905	SRR5420906	SRR5420907	SRR5420908	SRR5420909	SRR5420910	SRR5420911	SRR5420912	SRR5420913	SRR5420914	SRR5420915	SRR5420916	SRR5420917	SRR5420918	SRR5420919	SRR5420920	SRR5420921	SRR5420922	SRR5420923	SRR5420924	SRR5420925	SRR5420926	SRR5420927	SRR5420928	SRR5420929	SRR5420930	SRR5420931	SRR5420932	SRR5420933	SRR5420934	SRR5420935	SRR5420936	SRR5420937	SRR5420938	SRR5420939	SRR5420940	SRR5420941	SRR5420942	SRR5420943	SRR5420944	SRR5420945	SRR5420946	SRR5420947	SRR5420948	SRR5420949	SRR5420950	SRR5420951	SRR5420952	SRR5420953	SRR5420954	SRR5420955	SRR5420956	SRR5420957	SRR5420958	SRR5420959	SRR5420960	SRR5420961	SRR5420962	SRR5420963	SRR5420964	SRR5649780.fastq	SRR5649781.fastq	SRR5649782.fastq	SRR5649783.fastq	SRR5649784.fastq	SRR5649785.fastq	SRR5649786.fastq	SRR5649788.fastq	SRR5649789.fastq	SRR5649790.fastq	SRR5649791.fastq	SRR5649792.fastq	SRR5649794.fastq	SRR5649795.fastq	SRR5649796.fastq	SRR5649797.fastq	SRR5649798.fastq	SRR5649800.fastq	SRR5649801.fastq	SRR5649802.fastq	SRR5649804.fastq	SRR5649805.fastq	SRR5649807.fastq	SRR5649808.fastq	SRR5649809.fastq	SRR5649810.fastq	SRR5649812.fastq	SRR5649813.fastq	SRR5649814.fastq	SRR5649815.fastq	SRR5649816.fastq	SRR5649817.fastq	SRR5649818.fastq	SRR6248802	SRR6248803	SRR6248804	SRR6248805	SRR6248806	SRR6248807	SRR6248808	SRR6248809	SRR6248810	SRR6248811	SRR6248812	SRR6248813	SRR6248814	SRR6248815	SRR6248816	SRR6248817	SRR6248818	SRR6248819	SRR6248820	SRR6248821	SRR6248822	SRR6248823	SRR6248824	SRR6248825	SRR6248826	SRR6248827	SRR6248828	SRR6248829	SRR6248830	SRR6248831	SRR6248832	SRR6248833	SRR6248834	SRR6248835	SRR6248836	SRR6248837	SRR6248838	SRR6248839	SRR6248840	SRR6659069	SRR6659070	SRR6659071	SRR6659072	SRR6659073	SRR6659074	SRR6659075	SRR6659076	SRR6659078	SRR6659079	SRR6659080	SRR6659081	SRR6659082	SRR6659083	SRR6659084	SRR6659085	SRR6659086	SRR6659087	SRR6659088	SRR6659089	SRR6659090	SRR6659091	SRR6659092	SRR6659093	SRR6659094	SRR6659095	SRR6659096	SRR6659097	SRR6659098	SRR6659099	SRR6659101	SRR6659103	SRR6659104	SRR6659105	SRR6659106	SRR6659108	SRR6659109	SRR6659110	SRR6659111	SRR6659112	SRR6659113	SRR6659114	SRR6659115	SRR6659116	SRR6659117	SRR6659118	SRR6659119	SRR6659120	SRR6659121	SRR6659122	SRR6659123	SRR6659124	SRR6659125	SRR6659127	SRR6659128	SRR6659129	SRR6659130	SRR6952789.fastq	SRR6952812.fastq	SRR6952813.fastq	SRR6952874.fastq	SRR6952875.fastq	SRR6952885.fastq	SRR6952886.fastq	SRR6952887.fastq	SRR6952888.fastq	SRR6952889.fastq	SRR6952890.fastq	SRR6952891.fastq	SRR6952892.fastq	SRR6952893.fastq	SRR6952894.fastq	SRR6952899.fastq	SRR6952900.fastq	SRR6952901.fastq	SRR6952902.fastq	SRR6952903.fastq	SRR6952904.fastq	SRR6952905.fastq	SRR6952906.fastq	SRR6952907.fastq	SRR6952908.fastq	SRR6952925.fastq	SRR6952963.fastq	SRR6952964.fastq	SRR6952965.fastq	SRR6952967.fastq	SRR6952968.fastq	SRR6952969.fastq	SRR6952972.fastq	SRR6952978.fastq	SRR6952998.fastq	SRR6952999.fastq	SRR6953000.fastq	SRR6953001.fastq	SRR6953002.fastq	SRR6953003.fastq	SRR6953006.fastq	SRR6953007.fastq	SRR6953008.fastq	SRR6953009.fastq	SRR6953010.fastq	SRR6953011.fastq	SRR6953012.fastq	SRR6953013.fastq	SRR6953014.fastq	SRR6953015.fastq	SRR6953195.fastq	SRR6953196.fastq	SRR6953199.fastq	SRR6953200.fastq	SRR6953201.fastq	SRR6953202.fastq	SRR6953203.fastq	SRR6953204.fastq	SRR6953205.fastq	SRR6953206.fastq	SRR6853551	SRR6853552	SRR6853553	SRR6853554	SRR6853555	SRR6853556	SRR6853557	SRR6853558	SRR6853559	SRR6853560	SRR6853561	SRR6853562	SRR6853563	SRR6853564	SRR6853565	SRR6853566	SRR6853567	SRR6853568	SRR6853569	SRR6853570	SRR6853571	SRR6853572	SRR6853573	SRR6853574	SRR6853575	SRR6853576	SRR6853577	SRR6853578	SRR6853579	SRR6853580	SRR6853581	SRR6853582	SRR6853583	SRR6853584	SRR6853585	SRR6853586	SRR6853587	SRR6853588	SRR6853589	SRR6853590	SRR6853591	SRR6853592	SRR6853593	SRR6853594	SRR6853595	SRR6853596	SRR6853597	SRR6853598	SRR6853599	SRR6853600	SRR6853601	SRR6853602	SRR6853603	SRR6853604	SRR6853605	SRR6853606	SRR6853607	SRR6853608	SRR6853609	SRR6853610	SRR7704069	SRR7704070	SRR7704071	SRR7704072	SRR7704073	SRR7704074	SRR7704075	SRR7704076	SRR7704077	SRR7704078	SRR7704079	SRR7704080	SRR7704081	SRR7704082	SRR7704083	SRR7704084	SRR7704085	SRR7704086	SRR7704087	SRR7704088	SRR7704090	SRR7704091	SRR7704092	SRR7704093	SRR7704094	SRR7704095	SRR7704096	SRR7704098	SRR7704099	SRR7704100	SRR7704101	SRR7704104	SRR7704106	SRR7704107	SRR7704108	SRR7704109	SRR7704111	SRR7704112	SRR7704114	SRR7704115	SRR7704116	SRR7704117	SRR7704118	SRR7704119	SRR7704120	SRR7704121	SRR7704122	SRR8116678	SRR8116679	SRR8116680	SRR8116681	SRR8116682	SRR8116683	SRR8116684	SRR8116685	SRR8116686	SRR10606911	SRR10606912	SRR10606913	SRR10606914	SRR10606915	SRR10606920	SRR10606921	SRR10606922	SRR10606923	SRR10606924	SRR10606925	SRR10606926	SRR10606927	SRR10606928	SRR10606929	SRR10606930	SRR10606931	SRR10606932	SRR10606933	SRR10606934	SRR10606935	SRR10606936	SRR10606937	SRR10606938	SRR10606939	SRR10606940	SRR10606941	SRR10606942	SRR10606943	SRR10606944	SRR10606945	SRR10606946	SRR10606947	SRR10606948	SRR10606949	SRR10606950	SRR10606951	SRR10606952	SRR10606953	SRR10606954	SRR10606955	SRR10606956	SRR10606957	SRR10606958	SRR10606959	SRR10606960	SRR10606961	SRR10606962	SRR10606963	SRR10606964	SRR10606965	SRR10606966	SRR10606967	SRR10606968	SRR10606969	SRR10606970	SRR10606971	SRR10606972	SRR10606973	SRR10606974	SRR10606975	SRR10606976	SRR11638022	SRR11638023	SRR11638024	SRR11638025	SRR11638026	SRR11638027	SRR11638028	SRR11638029	SRR11638030	SRR11638031	SRR11638032	SRR11638033	SRR11638034	SRR13222698	SRR13222699	SRR13222700	SRR13222701	SRR13222702	SRR13222703	SRR13222704	SRR13222705	SRR13222706	SRR13222707	SRR13222708	SRR13222732	SRR13222733	SRR13222734	SRR13222735	SRR13222736	SRR13360431	SRR13360432	SRR13360433	SRR13360434	SRR13360435	SRR13360436	SRR13360437	SRR13360438	SRR13360439	SRR13360440	SRR13360441	SRR13360442	SRR13360443	SRR13360444	SRR13360445	SRR13360446	SRR13360447	SRR13360448	SRR13360449	SRR13360450	SRR13360451	SRR13360452	SRR13360453	SRR13360454	SRR13360455	SRR13360456	SRR13360457	SRR13360458	SRR13360459	SRR13360460	SRR6221953	SRR6221954	SRR6221955	SRR6221956	SRR6221957	SRR6221958	SRR6221959	SRR6221960	SRR6221961	SRR6221962	SRR6221963	SRR6221964	SRR6221965	SRR6221966	SRR6221967	SRR6221968	SRR6221969	SRR6221970	SRR6221971	SRR6221972	SRR6221973	SRR6221975	SRR6221976	SRR6221977	SRR6221978	SRR6221979	SRR6221980	SRR6221981	SRR6221982	SRR6221983	SRR6221984	SRR6221985	SRR6221986	SRR6221987	SRR6221988	SRR6221990	SRR6221991	SRR6221992	SRR6221993	SRR6221994	SRR6221995	SRR6221997	SRR6221998	SRR6221999	SRR6222000	SRR6222001	SRR6222002	SRR6222004	SRR6222005	SRR6222006	SRR6222007	SRR8039607	SRR11355175	SRR11355176	SRR11355177	SRR11355178	SRR11355179	SRR11355180	SRR11355181	SRR11355182	SRR11355183	SRR11355184	SRR11355185	SRR11355186	SRR11355187	SRR11355188	SRR11355189	SRR11355190	SRR11355191	SRR11355192	SRR11355193	SRR11355194	SRR11355195	SRR11355196	SRR11355197	SRR11355198	SRR11355199	SRR11355200	SRR11355201	SRR11355202	SRR11355203	SRR11355204	SRR11355205	SRR11355206	SRR11355207	SRR11355208	SRR11355209	SRR11355210	SRR11355211	SRR11355212	SRR11355213	SRR11355214	SRR11355215	SRR11355216	SRR11355217	SRR11355218	SRR11355219	SRR11355220	SRR11355221	SRR11355222	SRR11355223	SRR11355224	SRR11355225	SRR11355226	SRR11355227	SRR11355228	SRR11355229	SRR11355230	SRR11355231	SRR11355232	SRR11355233	SRR11355234	SRR11355235	SRR11355236	SRR11355237	SRR11355238	SRR11355239	SRR11355240	SRR11355241	SRR11355242	SRR11355243	SRR11355244	SRR11355245	SRR11355246	SRR11355247	SRR11355248	SRR11355249	SRR11355250	SRR11355251	SRR11355252	SRR11355253	SRR11355254	SRR11355255	SRR11355256	SRR11355257	SRR11355258	SRR11355259	SRR11355260	SRR11355261	SRR11355262	SRR11355263	SRR11355264	SRR11355265	SRR11355266	SRR11355267	SRR11355268	SRR11355269	SRR11355270	SRR11355271	SRR11355272	SRR11355273	SRR11355274	SRR11355275	SRR11355276	SRR11355277	SRR11355278	SRR11355279	SRR11355280	SRR11355281	SRR11355282	SRR11355283	SRR11355284	SRR11355285	SRR11355286	SRR11355287	SRR11355288	SRR11355289	SRR11355290	SRR11355291	SRR11355292	SRR11355293	SRR11355294
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	564.1331	314.2691	1521.6583	1415.7138	723.5422	448.5958	1096.8905	1972.8833	770.6825	2178.6088	539.9686	1429.4081	1628.2575	1336.6277	2521.8762	1625.9176	1543.3982	1156.2511	2173.4171	1427.115	2009.6735	1386.1163	1039.4691	584.6458	6751.0766	7480.3827	5485.1018	775.0715	2162.2684	5014.767	7633.9647	4027.735	10630.3291	5278.0878	4397.1848	4148.6497	5245.2643	4719.7442	4564.3649	4478.8563	4876.5965	7390.901	3855.1297	4637.6914	3425.7588	5187.1759999999995	5343.6943	3654.6043	4920.5372	2805.0395	4445.4055	4635.7916	4589.2446	5687.6351	5417.3402	5379.5564	3922.1923	7062.507	5175.5734	9639.4861	5099.6823	121.4228	6467.7027	5719.7585	3901.0022	6066.9854	12007.7587	6429.5474	7405.5364	8819.7083	2955.2124	6797.8011	6256.4514	2755.0365	3762.4908	3677.9352	3165.7805	6961.9114	1411.6407	16372.3548	4657.4072	3216.7924	4711.9058	3562.5599	7827.5854	7666.4265	5274.3896	8449.795	9265.2498	9118.8671	4182.2706	5065.6145	6753.2576	4845.4401	5566.4608	7067.5208	15664.3505	3169.2673	3986.26	7770.826	2389.1311	6699.2866	6600.4304	3147.5238	5903.5315	5941.2814	10406.5214	8907.1186	10336.8229	4958.4562	7776.4972	1885.4064	3763.7014	4774.9129	5090.6706	5525.2707	10096.863000000001	8700.2385	4835.075	9760.9834	6889.1438	2940.9496	4319.4721	2522.4515	5741.1892	2524.6129	1815.9349	3281.4221	10284.1635	7885.2766	5252.5457	2121.8629	3254.1115	6058.5431	9165.5102	7970.6549	4763.1274	3851.4948	4958.58	15053.3885	10424.0171	6804.6668	14302.7517	13884.1934	3383.3303	1290.4983	6762.6047	6016.062	10264.1597	5856.2834	11171.0511	13622.0505	8948.6948	3416.2746	4682.9782	5200.8433	4487.0498	4023.3092	4250.0873	7257.2074	5527.7743	2854.8442	3902.1835	6136.6606	8948.1142	11649.9127	10470.2518	7381.0689	9895.684000000001	4003.3632	3944.4432	10722.4306	6517.0931	170.2626	33.3846	3430.2295	2103.8871	2855.143	1875.0215	3679.9147	153.3913	3031.4144	4247.8115	3.0	2933.8779	108.0	26.0	2240.1948	2827.3119	3053.3252	3143.6299	3532.8026	21.0	2523.3889	2250.6048	117.3846	1794.9944	3415.1629	124.0389	2365.6279	0.0	429.6218	1554.0345	0.0	47.5819	2108.1993	1292.2192	980.6297	1383.8162	743.6612	4232.1112	351.4829	1432.8394	1135.5714	1684.1996	2002.2434	2408.4610000000002	713.7817	571.7086	1611.5441	611.8861	562.8876	1161.2402	944.7632	1874.1138	931.0979	888.7712	5898.4961	2344.5292	1286.52	1248.9987	626.3321	1425.8457	2142.3107	658.4923	2090.2452	615.4422	1078.9405	582.4616	543.0239	1856.148	1062.8451	467.654	293.149	628.7797	12153.0643	15340.7042	4120.6019	15821.9371	22661.8817	7664.8136	3207.6578	2.0	690.9196	741.3344	1076.6261	963.2299	903.0153	1356.4236	654.1703	1046.1956	1093.1269	1728.6756	5834.741	838.9881	1203.4167	4190.7806	683.8468	516.7609	400.7795	933.8588	895.5798	704.9078	398.7955	721.4462	6583.4685	11268.7027	3731.0565	5116.5036	5928.0380000000005	6878.1063	3.8889	5.0	14601.4403	4443.5254	11979.8907	13488.5686	737.8541	388.6259	494.3748	1715.0933	771.5764	539.4962	1446.7575	1349.5999	821.1038	732.7597	8354.4136	2165.0895	8627.0485	14321.8699	9189.9351	1608.904	1051.8139	2011.0807	741.2638	1056.5839	1248.8457	1097.1760000000002	999.2912	1292.4523	2220.4623	1787.1489	2060.8189	1622.7228	1407.3008	1346.5807	1649.6296	2384.1135	1713.1343	2188.419	1624.3898	2823.9249	2007.3178	1530.2238	1901.9702	1327.2645	1866.9048	1314.3017	828.685	2449.2218	1326.996	1577.0299	970.9928	1613.274	1541.2208	1383.4332	1165.1029	844.5982	1273.167	1551.6333	806.8527	1879.6897	1653.4614	1333.2194	1279.9792	1065.714	1483.0613	1793.9658	2075.5624	1106.8226	1156.1019	2174.9071	1014.5762	1146.9824	1631.0623	962.2296	1206.6254	1231.4739	1582.7124	1329.3589	1589.9439	1027.6998	1460.8367	1397.6329999999998	1357.9768	1430.9639	1298.5684	862.3736	1040.7067	1050.17	884.4283	1077.9695	839.2335	1800.1225	1478.8531	1554.0739	636.1956	892.1678	1047.0596	1026.9394	1368.7518	2101.5101	1157.7084	838.7958	1102.4976	1604.2574	1187.7676	1449.3016	895.9224	735.6139999999999	488.3949	335.3169	321.39099999999996	969.842	1192.6231	1537.2978	1354.8557	841.9294	1353.5359	1244.6724	1237.0863	1209.4044	1101.2463	1222.739	1252.3345	902.898	922.0829	927.5091	1367.4713	973.7679	1414.8043	976.7771	411.0879	925.3686	617.3322	947.6451	1019.8367	359.9064	1147.4453	1134.8217	829.052	2.0	240.5558	54.0948	24.169	0.0	109.0022	146.1457	2.0	2.1538	29.9048	0.0	69.7468	34.6606	11.8462	6.3	103.2321	0.0	59.3623	1.9091	9.8298	23.0498	31.0936	32.4414	37.1875	61.8921	6.3831	89.1318	110.9482	68.9434	0.0	67.5205	0.0	18.6617	18.5857	67.8462	9.4469	15.067	392.5029	63.5385	64.7936	0.0	6.4615	12.4841	0.0	100.2716	104.795	170.6783	330.9106	417.5868	367.8914	343.0326	303.2783	392.2447	1776.0928	2313.5458	1952.8052	59.7103	151.0186	943.5056	55.5216	310.7028	744.1744	53.4431	306.9215	166.1208	43.1053	649.1308	916.1029	1088.0008	2060.3783	1156.6598	1038.9839	670.7632	864.6779	1370.2302	31.9298	62.4143	461.1046	508.9834	638.2951	716.2941	735.8318	941.3553	585.2001	1254.9471	1034.861	1541.9088	1189.0172	1517.2631	989.1693	1301.8288	1281.0484	80.3689	65.8503	674.4078	73.8011	114.7793	516.1942	372.1584	236.7229	624.7194	436.0831	483.6633	428.5714	502.9475	991.9524	554.6807	419.6835	760.4751	550.0498	67.4839	106.1942	71.638	73.2081	132.9681	50.5108	790.5060000000001	637.9032	1280.6849	1658.3453	1638.2841	47.1042	1849.6979	1068.7427	1862.6823	1752.0394	1724.546	723.6519999999999	1718.4742	1986.2094	1550.8654	190.2141	98.9281	33.4836	62.7473	122.464	212.0241	423.2351	273.8238	106.6975	132.8814	214.5719	27.2383	39.8462	34.4615	17.2308	4.3077	251.7917	200.7251	331.9281	146.8143	170.4722	77.7937	234.94	235.007	231.6614	220.85	181.2516	242.3814	203.0441	242.8732	135.4319	148.737	155.6029	87.7271	269.1037	212.9427	109.3195	109.3406	83.1798	164.9043	127.0813	209.3764	304.7822	230.345	193.9871	192.2909	1265.8715	2294.6175	1018.8554	2364.0475	1675.4397	1136.6146	1370.4292	2453.7839	1161.5971	2807.1994	1788.527	2280.6655	3331.3687	1520.7444	3980.6620000000003	2458.2637	1397.1642	1560.1858	956.2178	1706.1084	969.3299	1075.0775	1196.8528	1204.4384	1806.1269	1636.6258	1525.7164	1017.9673	1597.0235	2393.2737	1218.7806	1394.4824	1510.4160000000002	2985.3106	6.1165	2394.6039	1701.779	1664.3207	1503.774	1653.0734	1262.9862	0.0	2843.2821	1226.7921	941.9323	1534.4742	0.0	19.879	24.1188	1072.8784	1047.3868	0.0	976.0517	1058.7379	374.4783	596.5201	445.509	881.9306	244.4332	551.6264	365.6542	545.9939	454.0509	254.2732	550.0009	954.3043	520.9513	973.9794	464.5679	828.2003	771.8939999999999	356.6523	220.0661	1464.6537	514.5093	331.2817	308.4852	434.7184	674.1506	334.5156	1047.0523	941.5103	261.0287	987.7869999999999	1153.5472	78.8155	349.9438	233.0338	476.8662	1984.0887	474.4074	1069.9365	235.7463	275.8037	405.5446	402.0489	294.6181	1141.8925	573.22	394.5044	556.3009999999999	310.6309	356.3618	377.8532	586.8021	645.8342	549.5419	312.4804	746.5012	525.044	363.1053	753.2552	611.7094	453.5668	512.0477	144.5604	2469.5343	316.2834	319.5827	222.6132	303.4612	420.1621	608.4407	642.1783	416.0814	885.5889	842.1242	1439.0889	293.3309	555.0464	385.1716	545.4736	348.7171	831.8773	724.9996	1220.6998	785.3318	550.0076	241.4334	319.6949	891.0054	450.9656	335.2836	191.8768	389.0352	292.8513	328.26099999999997	583.3112	497.7917	887.3411	816.0707	1517.6753	1008.9603	351.8156	751.5522	837.1462	329.0245	592.0064	436.6551	627.3586	334.0069	795.5521	827.3015	679.1276	425.4954	1079.0351	2079.085	469.5446	305.4986	974.3328	353.4229	383.3975
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.127	0.0	0.0	1.9595	0.0	1.2598	0.0	0.0	0.0	0.0	0.0	0.0	3.3925	0.0	0.0	0.0	0.0	2.0994	2.6588	2.9079	0.0	1.5396	0.0	0.0	0.0	2.0155	0.0	1.6797	6.832000000000001	0.0	0.0	1.5398	0.0	0.0	0.0	0.0	0.0	0.42	3.6373	0.0	4.7587	0.0	0.56	2.5195	0.0	0.0	2.6311	0.6951	0.0	0.0	2.7984	0.0	0.0	3.8325	0.0	1.3997	0.0	0.0	3.9814	2.4101	0.0	0.0	8.554	13.1568	0.0	3.6234	0.0	0.0	0.0	0.0	6.928999999999999	2.9106	0.0	3.6387	4.4904	1.9596	0.0	2.379	0.0	0.0	3.7799	0.0	6.5199	0.0	3.6447	0.0	0.42	0.0	0.0	6.0638	1.0292	8.7525	0.0	5.318	1.5711	2.3789	0.0	0.0	0.0	0.0	0.0	3.4975	0.0	4.7688	0.0	0.0	4.4761	0.0	0.0	3.5324	0.0	0.0	0.0	7.9236	0.0	0.0	0.0	0.0	0.0	0.0	2.6102	1.3858	4.7643	0.0	1.224	4.8989	5.6893	0.0	0.0	0.8399	5.7559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0942	2.6596	9.4153	0.0	4.3835	0.0	0.0	5.4258	2.9392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0513	1.256	0.0	0.0	18.21	1.2821	0.0	5.684	1.2563	0.0	2.235	3.0252	0.0	0.0	0.0	5.2414	5.5169	1.6325	2.5082	2.5965	4.9852	10.4227	4.1828	2.9242	2.375	0.0	5.8239	0.6988	1.5233	2.5095	0.0	0.0	1.3828	1.3935	1.6702	0.6947	1.8035	0.0	3.443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9776	1.2195	0.0	0.0	0.0	1.0426	0.0	0.0	0.0	0.0	0.0	4.1637	0.0	0.0	0.0	0.0	0.0	0.0	3.5034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.6801	0.0	0.0	0.0	0.0	7.9024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.8841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
