pathway	description	SRR2080460	SRR2080463	SRR2080465	SRR2080471	SRR2080473	SRR2080480	SRR2080491	SRR2080496	SRR2080500	SRR2080520	SRR2080527	SRR2080535	SRR2080540	SRR2080558	SRR2080564	SRR2080571	SRR2080577	SRR2080586	SRR2080596	SRR2080606	SRR2080612	SRR2080615	SRR2080616	SRR2080617	SRR5420815	SRR5420816	SRR5420817	SRR5420818	SRR5420819	SRR5420820	SRR5420821	SRR5420822	SRR5420823	SRR5420824	SRR5420825	SRR5420826	SRR5420827	SRR5420828	SRR5420829	SRR5420830	SRR5420831	SRR5420832	SRR5420833	SRR5420834	SRR5420835	SRR5420836	SRR5420837	SRR5420838	SRR5420839	SRR5420840	SRR5420841	SRR5420843	SRR5420844	SRR5420845	SRR5420846	SRR5420847	SRR5420848	SRR5420849	SRR5420850	SRR5420851	SRR5420852	SRR5420853	SRR5420854	SRR5420855	SRR5420856	SRR5420857	SRR5420858	SRR5420859	SRR5420860	SRR5420861	SRR5420862	SRR5420863	SRR5420864	SRR5420865	SRR5420866	SRR5420867	SRR5420868	SRR5420869	SRR5420870	SRR5420871	SRR5420872	SRR5420873	SRR5420874	SRR5420875	SRR5420876	SRR5420877	SRR5420878	SRR5420879	SRR5420880	SRR5420881	SRR5420882	SRR5420883	SRR5420884	SRR5420885	SRR5420886	SRR5420887	SRR5420888	SRR5420889	SRR5420890	SRR5420891	SRR5420892	SRR5420893	SRR5420894	SRR5420895	SRR5420896	SRR5420897	SRR5420898	SRR5420899	SRR5420900	SRR5420901	SRR5420902	SRR5420903	SRR5420904	SRR5420905	SRR5420906	SRR5420907	SRR5420908	SRR5420909	SRR5420910	SRR5420911	SRR5420912	SRR5420913	SRR5420914	SRR5420915	SRR5420916	SRR5420917	SRR5420918	SRR5420919	SRR5420920	SRR5420921	SRR5420922	SRR5420923	SRR5420924	SRR5420925	SRR5420926	SRR5420927	SRR5420928	SRR5420929	SRR5420930	SRR5420931	SRR5420932	SRR5420933	SRR5420934	SRR5420935	SRR5420936	SRR5420937	SRR5420938	SRR5420939	SRR5420940	SRR5420941	SRR5420942	SRR5420943	SRR5420944	SRR5420945	SRR5420946	SRR5420947	SRR5420948	SRR5420949	SRR5420950	SRR5420951	SRR5420952	SRR5420953	SRR5420954	SRR5420955	SRR5420956	SRR5420957	SRR5420958	SRR5420959	SRR5420960	SRR5420961	SRR5420962	SRR5420963	SRR5420964	SRR5649780.fastq	SRR5649781.fastq	SRR5649782.fastq	SRR5649783.fastq	SRR5649784.fastq	SRR5649785.fastq	SRR5649786.fastq	SRR5649787.fastq	SRR5649788.fastq	SRR5649789.fastq	SRR5649790.fastq	SRR5649791.fastq	SRR5649792.fastq	SRR5649793.fastq	SRR5649794.fastq	SRR5649795.fastq	SRR5649796.fastq	SRR5649797.fastq	SRR5649798.fastq	SRR5649799.fastq	SRR5649800.fastq	SRR5649801.fastq	SRR5649802.fastq	SRR5649803.fastq	SRR5649804.fastq	SRR5649805.fastq	SRR5649806.fastq	SRR5649807.fastq	SRR5649808.fastq	SRR5649809.fastq	SRR5649810.fastq	SRR5649811.fastq	SRR5649812.fastq	SRR5649813.fastq	SRR5649814.fastq	SRR5649815.fastq	SRR5649816.fastq	SRR5649817.fastq	SRR5649818.fastq	SRR5649819.fastq	SRR6248802	SRR6248803	SRR6248804	SRR6248805	SRR6248806	SRR6248807	SRR6248808	SRR6248809	SRR6248810	SRR6248811	SRR6248812	SRR6248813	SRR6248814	SRR6248815	SRR6248816	SRR6248817	SRR6248818	SRR6248819	SRR6248820	SRR6248821	SRR6248822	SRR6248823	SRR6248824	SRR6248825	SRR6248826	SRR6248827	SRR6248828	SRR6248829	SRR6248830	SRR6248831	SRR6248832	SRR6248833	SRR6248834	SRR6248835	SRR6248836	SRR6248837	SRR6248838	SRR6248839	SRR6248840	SRR6659069	SRR6659070	SRR6659071	SRR6659072	SRR6659073	SRR6659074	SRR6659075	SRR6659076	SRR6659078	SRR6659079	SRR6659080	SRR6659081	SRR6659082	SRR6659083	SRR6659084	SRR6659085	SRR6659086	SRR6659087	SRR6659088	SRR6659089	SRR6659090	SRR6659091	SRR6659092	SRR6659093	SRR6659094	SRR6659095	SRR6659096	SRR6659097	SRR6659098	SRR6659099	SRR6659101	SRR6659102	SRR6659103	SRR6659104	SRR6659105	SRR6659106	SRR6659107	SRR6659108	SRR6659110	SRR6659111	SRR6659112	SRR6659113	SRR6659114	SRR6659115	SRR6659116	SRR6659117	SRR6659118	SRR6659119	SRR6659120	SRR6659121	SRR6659122	SRR6659123	SRR6659124	SRR6659125	SRR6659127	SRR6659128	SRR6659129	SRR6659130	SRR6952789.fastq	SRR6952812.fastq	SRR6952813.fastq	SRR6952874.fastq	SRR6952875.fastq	SRR6952885.fastq	SRR6952886.fastq	SRR6952887.fastq	SRR6952888.fastq	SRR6952889.fastq	SRR6952890.fastq	SRR6952891.fastq	SRR6952892.fastq	SRR6952893.fastq	SRR6952894.fastq	SRR6952899.fastq	SRR6952900.fastq	SRR6952901.fastq	SRR6952902.fastq	SRR6952903.fastq	SRR6952904.fastq	SRR6952905.fastq	SRR6952906.fastq	SRR6952907.fastq	SRR6952908.fastq	SRR6952925.fastq	SRR6952963.fastq	SRR6952964.fastq	SRR6952965.fastq	SRR6952967.fastq	SRR6952968.fastq	SRR6952969.fastq	SRR6952972.fastq	SRR6952978.fastq	SRR6952998.fastq	SRR6952999.fastq	SRR6953000.fastq	SRR6953001.fastq	SRR6953002.fastq	SRR6953003.fastq	SRR6953006.fastq	SRR6953007.fastq	SRR6953008.fastq	SRR6953009.fastq	SRR6953010.fastq	SRR6953011.fastq	SRR6953012.fastq	SRR6953013.fastq	SRR6953014.fastq	SRR6953015.fastq	SRR6953195.fastq	SRR6953196.fastq	SRR6953199.fastq	SRR6953200.fastq	SRR6953201.fastq	SRR6953202.fastq	SRR6953203.fastq	SRR6953204.fastq	SRR6953205.fastq	SRR6953206.fastq	SRR6853551	SRR6853552	SRR6853553	SRR6853554	SRR6853555	SRR6853556	SRR6853557	SRR6853558	SRR6853559	SRR6853560	SRR6853561	SRR6853562	SRR6853563	SRR6853564	SRR6853565	SRR6853566	SRR6853567	SRR6853568	SRR6853569	SRR6853570	SRR6853571	SRR6853572	SRR6853573	SRR6853574	SRR6853575	SRR6853576	SRR6853577	SRR6853578	SRR6853579	SRR6853580	SRR6853581	SRR6853582	SRR6853583	SRR6853584	SRR6853585	SRR6853586	SRR6853587	SRR6853588	SRR6853589	SRR6853590	SRR6853591	SRR6853592	SRR6853593	SRR6853594	SRR6853595	SRR6853596	SRR6853597	SRR6853598	SRR6853599	SRR6853600	SRR6853601	SRR6853602	SRR6853603	SRR6853604	SRR6853605	SRR6853606	SRR6853607	SRR6853608	SRR6853609	SRR6853610	SRR7704070	SRR7704071	SRR7704072	SRR7704073	SRR7704074	SRR7704075	SRR7704076	SRR7704078	SRR7704079	SRR7704080	SRR7704082	SRR7704083	SRR7704084	SRR7704085	SRR7704086	SRR7704087	SRR7704090	SRR7704093	SRR7704094	SRR7704095	SRR7704098	SRR7704099	SRR7704101	SRR7704102	SRR7704104	SRR7704106	SRR7704108	SRR7704109	SRR7704112	SRR7704114	SRR7704115	SRR7704117	SRR7704118	SRR7704120	SRR7704121	SRR7704122	SRR8116678	SRR8116679	SRR8116680	SRR8116681	SRR8116682	SRR8116683	SRR8116684	SRR8116685	SRR8116686	SRR10606911	SRR10606912	SRR10606913	SRR10606914	SRR10606915	SRR10606916	SRR10606917	SRR10606918	SRR10606919	SRR10606920	SRR10606921	SRR10606922	SRR10606923	SRR10606924	SRR10606925	SRR10606926	SRR10606927	SRR10606928	SRR10606929	SRR10606930	SRR10606931	SRR10606932	SRR10606933	SRR10606934	SRR10606935	SRR10606936	SRR10606937	SRR10606938	SRR10606939	SRR10606940	SRR10606941	SRR10606942	SRR10606943	SRR10606944	SRR10606945	SRR10606946	SRR10606947	SRR10606948	SRR10606949	SRR10606950	SRR10606951	SRR10606952	SRR10606953	SRR10606954	SRR10606955	SRR10606956	SRR10606957	SRR10606958	SRR10606959	SRR10606960	SRR10606961	SRR10606962	SRR10606963	SRR10606964	SRR10606965	SRR10606966	SRR10606967	SRR10606968	SRR10606969	SRR10606970	SRR10606971	SRR10606972	SRR10606973	SRR10606974	SRR10606975	SRR10606976	SRR11638022	SRR11638023	SRR11638024	SRR11638025	SRR11638026	SRR11638027	SRR11638028	SRR11638029	SRR11638030	SRR11638032	SRR11638033	SRR11638034	SRR13222698	SRR13222699	SRR13222700	SRR13222701	SRR13222702	SRR13222703	SRR13222704	SRR13222705	SRR13222706	SRR13222707	SRR13222708	SRR13222732	SRR13222735	SRR13360431	SRR13360432	SRR13360433	SRR13360434	SRR13360435	SRR13360436	SRR13360437	SRR13360438	SRR13360439	SRR13360440	SRR13360441	SRR13360442	SRR13360443	SRR13360444	SRR13360445	SRR13360446	SRR13360447	SRR13360448	SRR13360449	SRR13360450	SRR13360451	SRR13360452	SRR13360453	SRR13360454	SRR13360455	SRR13360456	SRR13360457	SRR13360458	SRR13360459	SRR13360460	SRR6221953	SRR6221954	SRR6221955	SRR6221956	SRR6221957	SRR6221958	SRR6221959	SRR6221960	SRR6221961	SRR6221962	SRR6221963	SRR6221964	SRR6221965	SRR6221966	SRR6221967	SRR6221968	SRR6221969	SRR6221970	SRR6221971	SRR6221972	SRR6221973	SRR6221975	SRR6221976	SRR6221977	SRR6221978	SRR6221979	SRR6221980	SRR6221981	SRR6221982	SRR6221983	SRR6221984	SRR6221985	SRR6221986	SRR6221987	SRR6221988	SRR6221989	SRR6221990	SRR6221991	SRR6221992	SRR6221993	SRR6221994	SRR6221995	SRR6221996	SRR6221997	SRR6221998	SRR6221999	SRR6222000	SRR6222001	SRR6222002	SRR6222003	SRR6222004	SRR6222005	SRR6222006	SRR6222007	SRR8039536	SRR8039539	SRR8039552	SRR8039553	SRR8039554	SRR8039584	SRR8039599	SRR8039601	SRR8039606	SRR8039607	SRR8039608	SRR8039609	SRR8039610	SRR8039631	SRR8039637	SRR8039638	SRR8039655	SRR11355175	SRR11355176	SRR11355177	SRR11355178	SRR11355179	SRR11355180	SRR11355181	SRR11355182	SRR11355183	SRR11355184	SRR11355185	SRR11355186	SRR11355187	SRR11355188	SRR11355189	SRR11355190	SRR11355191	SRR11355192	SRR11355193	SRR11355194	SRR11355195	SRR11355196	SRR11355197	SRR11355198	SRR11355199	SRR11355200	SRR11355201	SRR11355202	SRR11355203	SRR11355204	SRR11355205	SRR11355206	SRR11355207	SRR11355208	SRR11355209	SRR11355210	SRR11355211	SRR11355212	SRR11355213	SRR11355214	SRR11355215	SRR11355216	SRR11355217	SRR11355218	SRR11355219	SRR11355220	SRR11355221	SRR11355222	SRR11355223	SRR11355224	SRR11355225	SRR11355226	SRR11355227	SRR11355228	SRR11355229	SRR11355230	SRR11355231	SRR11355232	SRR11355233	SRR11355234	SRR11355235	SRR11355236	SRR11355237	SRR11355238	SRR11355239	SRR11355240	SRR11355241	SRR11355242	SRR11355243	SRR11355244	SRR11355245	SRR11355246	SRR11355247	SRR11355248	SRR11355249	SRR11355250	SRR11355251	SRR11355252	SRR11355253	SRR11355254	SRR11355255	SRR11355256	SRR11355257	SRR11355258	SRR11355259	SRR11355260	SRR11355261	SRR11355262	SRR11355263	SRR11355264	SRR11355265	SRR11355266	SRR11355267	SRR11355268	SRR11355269	SRR11355270	SRR11355271	SRR11355272	SRR11355273	SRR11355274	SRR11355275	SRR11355276	SRR11355277	SRR11355278	SRR11355279	SRR11355280	SRR11355281	SRR11355282	SRR11355283	SRR11355284	SRR11355285	SRR11355286	SRR11355287	SRR11355288	SRR11355289	SRR11355290	SRR11355291	SRR11355292	SRR11355293	SRR11355294
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	386.7986	330.5292	782.6801	686.9315	520.7022	365.7134	1013.3755	1426.8774	712.1905	1235.0976	418.435	1058.4008	1297.9643	414.1532	2438.5567	1026.2402	1137.1306	739.8313	1452.4175	600.0217	1015.7534	1730.8069	700.4493	680.9717	976.2817	1124.0061	895.2814	145.4698	418.5112	889.1972	1087.8676	552.1404	1873.7058	760.7615	510.8682	610.4635	733.9622	729.7818	588.8757	476.3885	692.6503	1536.0488	558.5828	770.3649	682.0406	837.315	779.7857	601.9199	777.3946	388.5351	620.3786	847.9015	651.9965	788.1494	811.8953	897.0804	643.4848	942.8493	881.0408	1217.4613	654.5511	11.0562	699.9728	938.9680000000001	496.5642	869.6752	1251.8574	733.5693	995.9765	711.9634	335.5931	586.3854	751.1895	648.0054	629.7078	469.6387	411.7706	1018.038	155.2966	2262.7834	635.8675	414.065	678.2566	439.6365	788.0473	1036.0031	653.8123	636.8973	741.6677	1140.9884	856.3383	750.6294	776.7121	491.5467	494.3649	477.8266	2159.2374	290.2537	567.2129	1344.924	267.2583	748.4917	915.0957	291.6479	638.8713	763.095	1232.97	907.0319	1049.0196	933.0174	1397.3501	201.3524	502.0574	551.2299	511.7391	1116.7178	1161.6989999999998	1383.5864	762.81	1679.7801	635.7581	565.4361	485.5852	363.2594	789.4830000000001	379.1362	295.7638	535.1537	1286.1492	1152.3151	612.6632	366.4941	347.8015	686.2104	1739.9372	1858.2575	754.3663	864.3778	723.8331	2149.396	1691.9492	1006.2873	2375.5197	2053.9839	357.5748	231.6573	859.1473	905.8723	1283.3148	941.495	1248.8403	2044.6618	1172.2719	552.2769	919.8383	1034.8064	651.8406	555.3288	540.0684	593.89	765.9273	384.1549	420.5999	1147.7463	1229.7886	2135.2959	1496.6864	1110.2367	1161.5559	452.777	298.4445	1669.8519	1049.1842	0.0	423.908	1654.3046	3593.1240000000003	1494.8377	2549.4505	1851.6206	280.0848	1300.8622	1387.1079	375.9962	271.3186	3373.776	0.0	33.0627	0.0	1092.8636	1511.5444	3747.4408	0.0	1990.0903	590.3879	0.0	331.2055	0.0	1293.1749	0.0	563.2413	1411.6898	2879.6255	0.0	538.0283	1702.7311	639.6007	532.6659999999999	1604.0369	770.1822	0.0	1838.8614	555.854	2692.2799	2111.1689	3372.035	1896.0015	2678.7226	1500.2684	3512.6275	3092.7037	1905.7158	2202.1436	3514.7674	2590.4333	2890.8747	2950.7163	3078.8714	2319.2533	2324.8397	2001.8976	3278.2096	2555.0336	2482.6178	3613.3454	4024.1802	1614.3010000000002	2626.2455	3004.5128	3015.7223	1247.9259	3191.9784	3385.6197	1814.5137	2948.9213	2517.0209	3739.2709	3166.1647	2124.3692	1750.9986	2283.6938	2719.952	509.0755	294.6383	287.8156	217.6745	415.4171	272.257	354.7501	3727.0	1882.8457	2151.8882	2441.9099	2020.1647	2094.8823	1753.102	1777.5135	1926.0283	1780.5636	1957.6171	472.6959	2137.9152	2486.6734	247.3791	1475.264	2576.1724	1513.0706	1838.0091	1771.009	1915.3209	2163.2721	2307.2375	66.54899999999999	16828.702	665.7276	984.4219	246.3901	656.5826	4079.612	112.6895	5413.2422	1080.7412	331.1365	847.8193	905.5716	1882.6486	1597.3612	1795.9889	2351.9016	2095.7385	2379.0692	2169.8045	2264.3303	2540.5879	2024.0627	495.5713	160.7947	306.6839	382.2074	386.5771	540.3476	270.7814	554.3765	952.9541	793.8967	903.7488	466.0244	716.3462	1173.6818	273.7488	375.1009	1227.3067	1172.4180000000001	728.835	812.1188	940.2736	2858.8502	945.7401	2213.6812	1323.7642	2025.6667	3039.8081	909.4419	1458.4118	1058.7721	654.0618	1243.2628	690.9678	320.9139	1285.829	442.349	656.845	1070.9618	430.0877	1493.4618	1298.7889	578.9677	999.9571	930.8578	1069.9871	1360.0421	1610.8901	1289.6999	1085.3297	755.1984	812.0684	1004.7455	1201.7322	954.7857	1264.5123	978.2172	1580.1306	1356.8092	919.7963	1398.9285	872.5032	1325.8303	736.3583	1283.0645	1136.3352	893.6936	1668.1171	987.9311	1023.2421	1095.1453	724.6466	468.4141	741.9699	1050.6585	1058.8562	1184.4937	843.6704	841.4485	835.4854	696.9499	828.0830000000001	930.416	2427.8321	930.8036	1582.0211	1629.9389	964.9385	1902.6765	1847.0621	1554.4274	1308.2191	1121.0118	875.7349	561.6046	889.1371	1011.1198	258.4109	566.2836	698.6266	723.9657	621.4605	862.9292	1462.4482	1820.0463	458.8142	1097.76	1305.031	887.821	1339.8453	859.1301	870.6959	1160.0904	536.2553	1294.0643	929.3967	438.1959	304.5378	512.9145	730.6981	746.8075	420.0008	810.0424	597.9159	1071.4742	623.2845	0.0	0.0	0.0	3.2941	0.0	0.0	53.9473	0.0	3.9623	14.8722	0.0	12.0	0.0	0.0	18.4519	0.0	6.087000000000001	0.0	0.0	3.3716	72.8306	5.5472	0.0	0.0	0.0	10.0	60.2301	0.0	209.3822	0.0	8.5	4.8	17.0513	4.6715	54.985	0.0	27.0928	36.3371	67.6987	1907.7102	1600.6112	1896.8137	678.7326	880.9736	1081.5204	261.4825	235.4101	1833.2822	52.4396	402.1719	2458.3069	4271.2714	4731.2077	638.2308	1259.7094	304.483	60.5769	323.6245	190.6661	948.0547	425.9053	2032.755	1573.2204	985.3238	1119.4247	956.6309	867.9965	886.8085	140.5653	130.5384	208.3576	169.6036	170.9951	225.6965	134.6595	160.1328	983.9459	475.6587	847.0207	868.1186	610.1497	994.6598	1075.4702	1247.8265	787.0386	110.3416	147.5372	1779.473	128.8036	149.3848	278.3787	297.1465	321.0499	246.3555	422.3065	759.5019	607.1966	786.6907	2756.3405	1385.3389	1246.4633	860.3639999999999	572.2714	193.9376	284.0936	394.0807	595.365	343.0653	331.6433	1080.7316	902.5081	0.0	403.8929	78.5733	0.0	177.8434	215.4481	146.0039	78.6385	142.94	112.4701	38.7461	439.5696	129.9674	183.0131	28.0	73.0	372.0503	58.4882	260.8786	225.9685	234.5851	230.1427	294.594	0.0	38.2612	2301.6442	2605.0207	2826.5933	1920.6135	2226.6752	2086.2473	1748.0179	1926.2479999999998	1966.2044	2119.3381	2304.9628	2536.4092	1952.7947	1967.3524	1603.0917	1647.2488	2133.5465	2057.4687	2120.0074	1967.9194	1486.1322	2136.3544	1719.1164	1778.223	2606.7503	2496.6357	3695.6763	2312.7905	1934.7647	1941.7121	0.0	0.0	89.2416	90.3268	0.0	0.0	77.1479	208.5629	0.0	174.332	196.7071	0.0	0.0	405.5602	0.0	269.055	334.2463	67.7562	0.0	145.6405	0.0	246.3006	168.7985	0.0	0.0	243.3833	184.315	145.1611	0.0	0.0	237.4474	168.3388	214.0921	289.5318	0.0	0.0	0.0	0.0	106.6546	120.4853	0.0	200.3781	20.5125	46.2701	427.1479	113.9927	38.689	428.1612	19.1205	0.0	0.0	0.0	231.6155	595.3447	0.0	0.0	0.0	0.0	7.0	6.0	0.0	0.0	0.0	18.1556	5.0	0.0	0.0	0.0	0.0	0.0	0.0	4633.1975	5523.9588	3731.2744	6479.039000000001	4616.8844	4174.6314	3040.9758	4889.5131	3561.6374	4557.2507	2759.2793	2858.6718	3736.9662	3744.8131	3588.223	9744.375	5417.3467	4019.9338	4484.6819	3432.8594	5058.3601	9473.4717	2843.0784	1574.8123	2561.3991	3027.2172	4344.2341	2806.2504	7192.8411	7569.3332	2294.2861	5075.3309	4965.3640000000005	4623.1746	4910.3363	2575.0535	3865.7463	8743.7168	3998.8382	6828.1268	3301.5484	3315.4118	4494.6409	3656.6584	5322.3716	7274.5741	3895.5023	6277.7479	5299.4117	9037.5833	5140.2901	3276.156	6054.2995	7194.0569	5435.351	1951.2417	3276.2831	4894.5914	3111.2537	5333.1452	4057.798	3110.7794	3603.9327	3549.7971	5004.7336	3531.0775	3283.5479	4594.8932	2571.6086	4471.3144	5280.0431	5817.005999999999	2968.5188	5698.4808	7063.9367	11646.1779	5569.3233	5268.5848	3888.3619	3102.3584	3164.1653	5178.1194	4916.5162	6742.3659	7041.8683	4581.008	4166.3602	4519.3454	6211.1956	3902.4909	3761.2761	2252.0264	4556.6555	4841.1326	1577.2391	6322.814	3337.3055	4265.5752	6077.3914	10169.6575	4779.7586	2595.071	7095.6505	5228.5766	3033.8132	5858.7215	2989.752	6176.1377	3795.1497	3956.2877	6039.549	6152.379	4883.4161	9650.9697	2887.3753	7198.4852	4843.9904	6446.9203	3281.8979	5007.9138
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.9347	0.0	8.4318	0.0	0.0	15.543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.1435	0.0	21.7696	0.0	8.6863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5332	0.0	0.0	0.0	0.0	0.0	0.0	37.1248	0.0	0.0	7.702000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.6518	9.3872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.8247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0561	0.0	0.0	12.9615	0.0	13.3946	0.0	0.0	0.0	0.0	3.4483	48.394	0.0	0.0	3.3829	0.0	0.0	42.5152	0.0	0.0	26.8689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9271	0.0	13.7163	0.0	0.0	0.0	0.0	25.9059	26.673000000000002	0.0	0.0	0.0	0.0	15.2794	0.0	39.3747	0.0	0.0	0.0	27.4294	0.0	0.0	0.0	0.0	14.4584	33.0338	0.0	15.5898	15.674000000000001	0.0	13.6662	0.0	0.0	0.0	0.0	0.0	0.0	4.3311	6.5299	23.6266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5713	0.0	4.8558	0.0	4.7762	0.0	0.0	0.0	3.0498	0.0	0.0	0.0	4.7846	0.0	0.0	0.0	0.0	0.0	0.0	5.0435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5479	0.0	0.0	0.0	0.0	0.0	0.0	47.9686	0.0	0.0	0.0	0.0	0.0	0.0	3.4118	8.2843	14.8063	8.2843	0.0	12.1126	0.0	0.0	0.0	0.0	0.0	3.4294	0.0	0.0	0.0	0.0	0.0	5.0874	0.0	5.1111	6.8003	15.7006	0.0	0.0	61.9428	8.144	0.0	6.7281	0.0	0.0	0.0	3.4591	0.0	0.0	0.0	3.4741	0.0	0.0	0.0	13.2255	0.0	10.0086	11.6277	5.1077	24.2035	0.0	0.0	0.0	0.0	31.9736	0.0	0.0	46.8162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.5817	0.0	0.0	0.0	0.0	0.0	0.0	62.7595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.1992	0.0	0.0	0.0	0.0	0.0	0.0	24.3033	0.0	0.0	0.0	31.6542	0.0	0.0	0.0	15.4565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.6287	0.0	0.0	53.1201	0.0	16.0295	12.9429	0.0	0.0	18.7315	24.3879	0.0	41.1889	0.0	33.0989	0.0	52.1961	0.0	0.0	0.0	14.7559	23.0615	38.3539	0.0	0.0	13.2258	34.2364	0.0	35.8657	0.0	0.0	0.0	0.0	0.0	0.0	45.9304	62.7212	66.2671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.1216	0.0	0.0	0.0	0.0	0.0	27.9033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3131	3.4629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.7069	4.3868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.2333	0.0	13.7213	0.0	13.0051	0.0	0.0	16.6227	0.0	0.0	0.0	0.0	0.0	0.0	7.9654	0.0	0.0	0.0	0.0	0.0	0.0	98.0355	107.6431	105.4261	131.2223	96.9513	95.0008	61.3652	170.6244	192.0558	173.7202	175.4209	187.9463	156.1695	152.4216	112.6047	110.0473	156.6587	90.7938	129.3629	102.65700000000001	83.6765	98.2386	103.8766	86.0066	131.9063	113.9353	180.1006	109.3219	77.4456	71.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	482.5561	365.0093	505.1842	376.10699999999997	268.9446	302.8738	186.2087	273.2541	163.7853	35.7279	91.1233	10.042	213.9554	113.7783	185.3517	278.397	329.4728	202.9859	251.62900000000002	160.2379	180.0075	214.9833	138.3009	102.1064	92.8621	105.3232	217.8604	181.3791	373.621	418.11	16.1656	342.1668	263.1151	109.4385	214.9199	190.4423	81.257	258.0538	270.1842	518.115	252.2513	153.1787	294.4151	16.6303	80.1085	258.408	39.2759	152.5424	150.509	295.3271	240.7163	99.0883	191.2086	299.9263	260.8148	128.8619	143.9156	273.1053	160.3506	174.6023	75.9698	69.2301	170.135	41.1548	0.0	38.2468	55.8176	82.5885	130.0653	124.1877	320.0593	160.67700000000002	111.99799999999999	318.4873	281.1844	394.5578	432.7314	174.0648	229.8006	223.3613	174.6746	448.1429	369.714	322.3607	173.1382	251.9791	95.2768	270.5668	420.7605	330.6929	49.7705	29.4741	69.2208	59.7437	0.0	100.199	15.1134	113.5392	195.7016	377.5975	379.1668	135.6119	284.356	228.3308	137.7007	239.6198	213.2068	253.5258	43.1346	102.9549	185.7918	432.2581	58.9089	453.6645	71.3079	524.9780000000001	176.2993	314.7304	141.3078	196.983
